Genbank Accession,Official Symbol,Z-Score,P-value,FDR,Q-value,Fold-change Mutant/Control,Endstage Mean,Endstage STD,Con D130 Mean,Con D130 STD
NR_015458,,-1.43600318,0.186976999,0.470191429,0.223351164,0.42546491,0.217775278,0.312220384,0.5118525,0.432021706
NM_001045516,4933404M19Rik,-0.783272363,0.465362017,0.722573363,0.369052782,0.42549269,0.467805144,0.56729163,1.099443433,1.920216481
NM_144959,Hltf,-2.398566317,0.039013127,0.207091139,0.074750542,0.425497879,1.414509333,1.333343905,3.324362833,1.618289454
NR_015614,,-4.996261075,0.002338879,0.038475963,0.032109619,0.425783675,2.976365556,0.756655636,6.990323333,1.868408455
NM_001159320,,-0.885790487,0.408538113,0.681771763,0.339488635,0.426146109,0.225891956,0.340830704,0.530081,0.793812078
NM_028648,4930432K09Rik,-1.547395169,0.164894909,0.442179791,0.200957083,0.426185223,0.123485478,0.134539627,0.289746033,0.239164926
NM_139138,Emr4,-1.887179966,0.084584489,0.31379416,0.136256528,0.426533779,0.05160881,0.073238464,0.120995833,0.067343972
NM_007583,Cacng2,-0.7069191,0.509024082,0.753438906,0.384311102,0.426640923,0.016830451,0.018453794,0.03944875,0.076910865
NM_144942,Csad,-3.683177491,0.009258033,0.087234852,0.0306916,0.426670469,1.029979667,0.388649922,2.413993333,0.864003656
NM_175684,Fchsd1,-2.426571894,0.049208027,0.235264245,0.07515486,0.426682886,0.157780789,0.089656924,0.369784667,0.201096309
NR_028113,,-1.412145942,0.209809143,0.497270944,0.222310988,0.426780283,0.41204733,0.305936396,0.965478833,0.92690557
NM_011783,Agr2,-1.393814307,0.196243379,0.482862814,0.235837592,0.427642376,0.04805855,0.075914543,0.112380233,0.094529318
NM_001035243,Trpm3,-1.874348979,0.101118717,0.343361927,0.138417331,0.427643675,0.064237133,0.059593182,0.150211817,0.101273274
NM_001113364,,-2.128387977,0.07449843,0.292679112,0.10993996,0.427768391,0.832929222,0.547485488,1.94715,1.201879836
NM_178879,C76566,-1.837859022,0.112437502,0.362727896,0.142440843,0.428245063,0.13255084,0.101543836,0.309521,0.22081257
NM_001109761,Capn3,-1.426999222,0.203296074,0.491037011,0.226805101,0.428329992,0.895800778,0.761645566,2.09138,1.955759126
NM_001166654,,-1.002904691,0.354434212,0.637094417,0.320615977,0.428709421,0.095057311,0.115180797,0.221729,0.2947423
NM_146909,Olfr51,-0.556144396,0.599771661,0.807995511,0.417043262,0.42872389,0.02573801,0.042297822,0.060034,0.147052667
NM_007400,Adam12,-1.342655505,0.230139721,0.519740263,0.238341741,0.428933729,0.029302922,0.022602162,0.068315733,0.06873932
NM_015803,Atp8a2,-4.985728104,0.001513287,0.030005825,0.026877561,0.429173955,4.738145556,1.578419133,11.04015167,2.815204669
NM_001178013,,-1.522142736,0.167007825,0.445538257,0.217169482,0.429420482,0.305870556,0.378805511,0.712286833,0.576264142
NM_011648,Tshr,-1.013776016,0.352384606,0.635932618,0.315564745,0.429669725,0.058605833,0.055047763,0.1363974,0.18250727
NM_001163618,,-1.436535951,0.199493854,0.487068689,0.226424533,0.429920911,0.170497533,0.152378141,0.396578833,0.36487043
NM_177622,Zfp595,-4.172237461,0.004468287,0.056524559,0.02704152,0.430521518,0.867181556,0.319532303,2.014258333,0.62084987
NR_028115,,-1.699515904,0.129883507,0.389500569,0.172208672,0.430575695,0.051454944,0.054008781,0.119502668,0.087603224
NM_207210,Dyrk4,-4.816247595,0.001135188,0.025125934,0.023862323,0.430645284,0.474833222,0.198930945,1.102608667,0.274876524
NM_030075,Klhdc8b,-2.066263029,0.087374017,0.319503534,0.11609072,0.431121458,0.386704667,0.179946814,0.896973833,0.58679339
NM_001161723,,-1.345747786,0.230935041,0.520937652,0.240140927,0.431122677,0.459525111,0.301894361,1.065880167,1.075790752
NM_010097,Sparcl1,-2.649503648,0.040685852,0.212140851,0.059595636,0.431222446,1.831448444,0.646378517,4.247108333,2.170043338
NM_053141,Pcdhb16,-1.714230992,0.128596565,0.388406485,0.163206497,0.431333869,0.089784388,0.088778971,0.2081552,0.152821704
NR_015497,,-1.659383672,0.145699105,0.413610301,0.180247621,0.431430883,0.301462322,0.242692157,0.698749983,0.551961839
NM_001037847,Cnot2,-2.851012346,0.016897657,0.125944516,0.088845761,0.431690714,4.905906667,4.081488363,11.36440167,4.436747535
NM_001166375,,-3.991484929,0.005180201,0.061293059,0.026829367,0.43181301,6.60068,2.675698816,15.28596833,4.861661264
NM_133222,Eltd1,-1.45404543,0.184193376,0.467533186,0.224180146,0.432341147,0.015716869,0.020344388,0.036352933,0.030538128
NM_001177662,,-1.197274774,0.264218544,0.557404127,0.272492281,0.432458821,0.253249111,0.416515708,0.585602833,0.588800924
NM_026708,Tlcd1,-1.368333869,0.210265333,0.497643921,0.236159842,0.43264908,0.058470656,0.076220559,0.135145683,0.122338441
NM_020283,B3galt1,-1.523577583,0.172806146,0.452940427,0.225554987,0.432730538,0.032775278,0.032702064,0.075740617,0.063707066
NM_176838,Rbm35b,-2.030467099,0.09008683,0.324025674,0.143595834,0.432982276,0.0633285,0.033519282,0.146261183,0.096231152
NR_033576,,-2.242975117,0.060683642,0.262127095,0.092404994,0.433084042,0.104385056,0.07166648,0.24102725,0.137271523
NM_025781,Tmem170,-2.074607239,0.081660027,0.307631503,0.119334834,0.43317449,0.2178252,0.135406029,0.502857867,0.317859666
NM_016901,Oaz3,-1.642599139,0.145349568,0.413069477,0.207286243,0.433591136,0.122671322,0.115238521,0.28291935,0.219662543
NM_001044371,Rad17,-2.541945042,0.042627156,0.217390127,0.063830828,0.433664712,1.054290667,0.532137921,2.431119333,1.253589748
NM_199304,Zfp341,-1.681221052,0.146395064,0.414604229,0.180374666,0.433735544,0.116165511,0.068511708,0.267825667,0.213766294
NM_007419,Adrb1,-3.89792788,0.003658506,0.050785792,0.038233721,0.433803989,0.3010069,0.162540095,0.693877667,0.208178914
NM_008816,Pecam1,-0.945327377,0.380787824,0.659491198,0.328002921,0.433931306,0.595493333,0.750583978,1.372321667,1.917319008
NM_027152,Cd164l2,-0.632821938,0.551446172,0.779536337,0.40219642,0.43406654,0.031206556,0.048531981,0.071893483,0.152421814
NM_011067,Per3,-5.027891287,5.62E-04,0.017040517,0.021118749,0.434095905,0.277067933,0.124348233,0.638264333,0.14372313
NM_177981,,-1.057174465,0.317941663,0.604577942,0.303419485,0.434421045,0.055472389,0.110713363,0.127692683,0.140817448
NR_027359,,-1.304221619,0.239275043,0.530379968,0.247089029,0.434453548,0.919703333,0.858612711,2.116919833,2.136438376
NR_033171,,-0.895836063,0.403893945,0.678022854,0.349869973,0.434517548,0.048896767,0.06876614,0.112531167,0.16468775
NM_020497,Zfp276,-3.0524523,0.024413218,0.156303568,0.051973875,0.434768335,0.722037889,0.221156711,1.660741667,0.731314529
NM_017468,Enam,-0.938770046,0.389985448,0.66790365,0.328423652,0.434835525,0.126984178,0.057534765,0.292028067,0.42807154
NM_001166645,,-3.302008179,0.017325936,0.127567616,0.039431665,0.434894255,0.181106711,0.056953525,0.4164385,0.168265872
NM_147120,Olfr638,-1.010063309,0.357089533,0.639682802,0.323845276,0.434992232,0.739683556,0.403781091,1.700452333,2.30650319
NM_025290,Rsph1,-0.841693537,0.430973623,0.698131578,0.354150714,0.435140952,0.090548444,0.138900681,0.208089917,0.32272034
NM_138586,Exosc5,-2.028005856,0.090504512,0.324928085,0.124166671,0.435159403,0.423669889,0.220828707,0.973597,0.639278648
NM_177321,Mia2,-1.002892556,0.352893146,0.636260953,0.319860792,0.435176702,0.155977034,0.20382544,0.3584223,0.465608781
NM_001122756,,-1.453505254,0.199992402,0.487469751,0.213341304,0.435179807,0.016654179,0.010326472,0.03826965,0.035437799
NM_144819,Ccdc92,-1.355892329,0.201960235,0.489434031,0.236531108,0.435245664,0.083520589,0.154869464,0.191892983,0.149466528
NM_009332,Tcf3,-0.811508676,0.45106944,0.714828883,0.36514792,0.435250789,0.1042356,0.103026812,0.239484,0.399478173
NM_011488,Stat5a,-1.563256755,0.165229368,0.442380984,0.225739294,0.435295637,0.073797556,0.065969498,0.169534333,0.140007459
NM_026066,Cmtm5,-0.853874751,0.428158799,0.695967173,0.346110659,0.435295846,0.242295244,0.262416861,0.556622,0.875875122
NM_009151,Selplg,-4.582243666,0.001936444,0.034217089,0.024622548,0.435465845,13.20026889,5.211512076,30.31298333,8.097873335
NM_009228,Snta1,-2.513522695,0.040963718,0.212865815,0.071205427,0.435544543,0.365315889,0.221404672,0.838756667,0.424489342
NM_029937,,-2.538584006,0.038040391,0.203942033,0.067827664,0.435575129,0.117349167,0.075353952,0.269412,0.133203036
NM_172339,Snapc4,-1.748206165,0.114571751,0.366664562,0.173362902,0.435972494,0.131599678,0.156746151,0.301853167,0.201311751
NM_023129,Pln,-2.476808584,0.045857701,0.227068658,0.074098159,0.436041406,0.155434444,0.083364542,0.356467167,0.186800561
NM_001163489,,-1.491990758,0.179508383,0.461428031,0.22678268,0.436082891,0.070216156,0.073693761,0.161015617,0.136387713
NM_001081635,Ccnd3,-1.052229821,0.320068125,0.606172501,0.317084881,0.436092091,0.271099556,0.540230734,0.621656667,0.68658066
NM_019675,Stmn4,-2.344046076,0.049379905,0.235736841,0.113730428,0.436193684,0.875044078,0.640317555,2.006090667,1.060004412
NR_033620,,-1.474121476,0.179441994,0.461428031,0.219089075,0.43626021,0.060457194,0.07467038,0.138580583,0.114606767
NM_027403,Psg21,-1.142293118,0.284017278,0.5729238,0.279393247,0.436335102,0.070946982,0.124946405,0.162597467,0.167979201
NM_001081406,Ppil5,-0.964069093,0.365414129,0.646798159,0.330953012,0.436369459,0.066893089,0.118057628,0.153294617,0.197232294
NM_178780,Ric3,-1.215440692,0.274133929,0.564270112,0.275694995,0.43648081,0.239465667,0.159302415,0.548628167,0.609330315
NM_177152,Lrig3,-2.863987543,0.017828183,0.129735337,0.062262565,0.436812481,0.137243933,0.1041679,0.314194167,0.125179989
NM_147087,Olfr585,-0.834899832,0.43469514,0.700553287,0.351462696,0.436832215,0.054669756,0.082818221,0.125150467,0.195412351
NM_020598,Olfr17,-1.063461034,0.327693015,0.61331627,0.302573665,0.436872871,0.090291167,0.103792123,0.206676067,0.254323557
NM_009616,Adam19,-1.62592564,0.158122529,0.431789238,0.184337301,0.436994095,0.204259044,0.11962487,0.467418317,0.384234685
NM_001168296,,-1.130502106,0.294082177,0.582907019,0.282696963,0.437051157,0.101301611,0.148861093,0.231784333,0.255260225
NM_194060,Foxo6,-1.29336581,0.244020594,0.53511481,0.249609664,0.437145892,0.032918222,0.028446304,0.0753026,0.076837576
NM_007528,Bcl6b,-2.005905397,0.075323989,0.294290392,0.131665728,0.437422774,0.0381506,0.040163248,0.087216767,0.050145891
NM_001005424,Gm996,-1.685415972,0.143799133,0.410452006,0.183305627,0.437678701,0.102136811,0.06646946,0.23336025,0.182827591
NM_146773,Olfr508,-0.7645928,0.467632114,0.724335061,0.375897677,0.438255213,0.025855889,0.058775937,0.058997333,0.094708899
NM_001007154,Phactr3,-1.243633598,0.256302933,0.5488263,0.26665473,0.438627574,0.060140278,0.067592332,0.137110117,0.141199244
NM_001081428,4930589M24Rik,-1.987714122,0.091402406,0.326328591,0.122516869,0.438849612,0.130118522,0.085994093,0.296499117,0.19263608
NM_001115153,,-1.325323197,0.223322559,0.51283394,0.240140927,0.438879065,0.240503533,0.31736761,0.547995,0.505796892
NM_025429,Serpinb1a,-1.146839225,0.289734134,0.578981076,0.280163496,0.439090423,0.122778867,0.162518712,0.279620917,0.307590668
NM_009917,Ccr5,-6.869020238,1.50E-05,0.003149352,0.011929413,0.439097158,39.68386667,15.69340113,90.37605,12.75078624
NM_146511,Olfr107,-1.247530958,0.254968473,0.54729186,0.253347947,0.439159054,0.315230689,0.352307607,0.717805283,0.736242707
NM_001113368,,-4.201414979,0.001746084,0.032473405,0.024622548,0.439448141,0.680840667,0.372407655,1.549308333,0.404860233
NM_207666,Dlk2,-1.553478361,0.147633259,0.416037578,0.218703007,0.439623321,0.046529263,0.075336167,0.105838933,0.070441132
NR_030769,,-1.057535313,0.333766735,0.618732346,0.300851371,0.439633093,0.035563833,0.030371524,0.08089435,0.102025189
NM_145489,AI661453,-0.847371399,0.433736683,0.700060709,0.349869973,0.439709016,0.039908811,0.027831014,0.090761867,0.145233524
NM_009548,Zfp179,-1.355904219,0.221351355,0.510621797,0.255468128,0.439741764,0.267236933,0.258413543,0.607713333,0.577761678
NM_181734,5830472M02Rik,-2.951726015,0.024214311,0.155749088,0.058150945,0.43974633,0.578424,0.250867974,1.315358333,0.576221062
NM_016914,Prg3,-0.775705064,0.462899673,0.721862257,0.370193498,0.4397518,0.019032678,0.039048958,0.0432805,0.069614876
NM_009451,Tubb4,-2.248155478,0.066942752,0.275350433,0.094705418,0.439928258,2.916137778,1.359405627,6.628666667,3.889740475
NM_007894,Ear1,-1.067582882,0.319306613,0.60579074,0.309673444,0.44009771,0.118819267,0.186120523,0.269983833,0.311771123
NM_013514,Epb4.9,-2.264616651,0.05155826,0.240383093,0.104123225,0.440701023,0.140926844,0.120745067,0.3197788,0.166446197
NM_008691,Nefm,-2.798831022,0.024750535,0.157187075,0.074342305,0.440759572,4.220575556,2.562313461,9.575686667,4.193830962
NM_001163269,,-0.776721735,0.464754423,0.722236827,0.37126619,0.440933182,0.109140222,0.190342923,0.247521,0.407789636
NM_001033416,Gal3st4,-5.197589176,3.45E-04,0.0128419,0.021118749,0.441015226,4.10179,1.842954382,9.30079,1.933633143
NM_173008,A430110N23Rik,-1.135496463,0.303281234,0.591808689,0.284502753,0.441092895,0.104547,0.075491915,0.2370181,0.279039449
NM_130880,Otud7a,-0.772675696,0.464316433,0.722093321,0.375897677,0.441285601,0.020006889,0.041585937,0.045337733,0.072770422
NM_027052,Slc38a4,-0.9552942,0.379677717,0.658060188,0.331180972,0.441552052,0.018537422,0.015632307,0.041982417,0.058745183
NM_001165949,,-1.963961703,0.095242199,0.332739221,0.141304764,0.441635556,0.234915889,0.15029961,0.5319225,0.349513992
NR_029425,,-2.61131825,0.038364089,0.204761756,0.070502913,0.441963619,0.710806111,0.346179525,1.608291,0.792997377
NM_001080797,G3bp2,-1.529937102,0.169811863,0.448811774,0.21749535,0.442002859,0.584234222,0.588889871,1.321788333,1.078526893
NM_181820,Tmc4,-1.608210311,0.15081034,0.421442621,0.204512036,0.442038174,0.110603256,0.10946775,0.250212,0.192943176
NM_022723,Scube1,-2.188844898,0.071902769,0.287334526,0.118438194,0.442230185,0.064036656,0.031738266,0.1448039,0.086590334
NM_194346,Rnf31,-6.105384367,7.93E-05,0.005777976,0.020295998,0.442320303,1.066000778,0.419135331,2.41002,0.41670702
NM_025915,Tmem88,-2.159378072,0.06804838,0.278675438,0.099348062,0.442343869,0.358909411,0.251620983,0.811381,0.470348905
NM_177828,4933429F08Rik,-1.011815275,0.345614765,0.629301837,0.321739706,0.442647808,0.039148672,0.058548517,0.088442033,0.109339964
NM_053235,V1rc5,-0.685703417,0.509990009,0.753669097,0.384546734,0.442781646,0.021762556,0.065287667,0.049149633,0.082034303
NM_178900,Prkd2,-1.021222815,0.353329853,0.63668005,0.316314603,0.442802049,0.229755444,0.073655437,0.518867167,0.690846364
NR_027891,,-1.405223788,0.199503319,0.487068689,0.223874585,0.443083463,0.241330533,0.293276312,0.544661567,0.471414379
NM_008694,Ngp,-1.213730023,0.273791789,0.564270112,0.265286992,0.443277237,1.774271222,1.274097816,4.002622,4.375170239
NM_172994,Ppp2r2c,-1.760178768,0.123826014,0.381163032,0.155668723,0.443311982,0.3009938,0.242798925,0.678966083,0.487202499
NM_001135152,,-1.555663385,0.147750917,0.416250551,0.208577044,0.443337132,0.267789667,0.418167667,0.604031667,0.40462871
NM_144535,4932432K03Rik,-1.066527316,0.3334015,0.618486274,0.304327273,0.443368259,0.590094556,0.272187096,1.3309355,1.686910563
NM_019574,Patz1,-2.886302104,0.025384962,0.159590412,0.05241391,0.44341561,0.281341144,0.132215416,0.634486333,0.27958238
NM_172979,Muc15,-1.316372377,0.237594183,0.528608899,0.251984061,0.443779418,0.280201311,0.217958007,0.631397717,0.628803955
NM_001177833,,-1.212343202,0.275675224,0.56527826,0.264972388,0.444043173,0.340502,0.208068972,0.766821833,0.844441982
NM_001166250,,-1.182545044,0.282727508,0.571283316,0.268522615,0.444102305,0.088077478,0.078361416,0.198327,0.219221635
NR_030694,,-1.312396393,0.23562569,0.52690448,0.241476254,0.444118503,0.168170875,0.158598465,0.378662167,0.370910926
NM_021482,Syngr4,-0.697289231,0.504172684,0.749907547,0.380871037,0.444174126,0.01093,0.030202715,0.024607467,0.041235907
NM_011796,Capn10,-1.206117755,0.276271526,0.56542242,0.268381717,0.444314548,0.061949556,0.045540937,0.13942725,0.152891788
NM_001159559,,-1.172431515,0.283801722,0.572637213,0.280901575,0.44443247,0.105710922,0.111825324,0.237855983,0.260547528
NM_001024136,Anks6,-1.995704823,0.087084513,0.318968774,0.122771585,0.444506681,0.068221544,0.050310757,0.153476983,0.096240673
NM_181321,Tmc6,-0.844853969,0.433020467,0.699556752,0.348966699,0.444609704,0.166155078,0.169382143,0.373709967,0.58565713
NM_198683,Cugbp1,-1.16112681,0.289191903,0.578618434,0.300160176,0.444681548,0.923634556,0.922128578,2.077069667,2.313847546
NM_172148,B9d2,-1.920260831,0.106687677,0.353143391,0.138478577,0.444776185,0.796844556,0.368163833,1.791563,1.23274347
NM_025689,Ccdc51,-0.814294362,0.448219184,0.712587573,0.365631261,0.444791527,0.018914189,0.021957663,0.042523717,0.068719966
NM_023719,Txnip,-4.602246252,0.0015354,0.030328523,0.031854507,0.444872344,3.645372222,1.500418684,8.194198333,2.088224613
NM_001190297,,-5.482930039,0.001110233,0.024718535,0.013994429,0.444945958,1.714608889,0.434970964,3.853521667,0.887103989
NM_178675,Slc35f1,-1.362080442,0.21651961,0.505839169,0.249111968,0.445010342,0.039867102,0.042613096,0.089586912,0.082366022
NM_019479,Hes6,-0.868753141,0.423027591,0.692602691,0.350752293,0.445241676,0.389793356,0.252679638,0.875464667,1.353741895
NM_007377,Aatk,-2.931415487,0.012232334,0.103328411,0.051284323,0.445605198,2.051267778,1.855179303,4.60333,1.501034926
NM_018784,St3gal6,-4.610558783,0.002550236,0.040597987,0.02270078,0.445705061,12.25717889,3.938786899,27.50065,7.432591361
NM_001164403,,-1.510727029,0.167294857,0.445843083,0.227128274,0.445850803,1.467625667,1.84218981,3.291741667,2.546578478
NM_177101,4833442J19Rik,-1.450422446,0.195695045,0.482122553,0.217570321,0.446033573,0.067895,0.056427433,0.152219483,0.1347493
NM_001081414,Grm5,-2.085372044,0.08257027,0.309599561,0.111593913,0.446222647,0.041031344,0.02138532,0.091952627,0.057206977
NM_028377,2900006K08Rik,-1.743382562,0.12296998,0.379425205,0.157336416,0.446242239,0.136008878,0.125334265,0.3047871,0.213919397
NM_010469,Hoxd3,-1.052406374,0.323536711,0.609589344,0.303386362,0.446352834,0.114423233,0.193100673,0.256351533,0.290285948
NR_033468,,-0.943725998,0.385460617,0.664694903,0.332456856,0.446444437,0.135388889,0.106610414,0.303260333,0.426935464
NM_013571,Ksr1,-2.309655302,0.05830777,0.257139726,0.088995278,0.446514749,0.318992667,0.172727838,0.714405667,0.394926213
NM_177696,Gdpd4,-1.624760669,0.149364176,0.418676383,0.183203791,0.446519571,0.027499622,0.024565708,0.0615866,0.047313516
NR_015457,,-4.579848465,8.31E-04,0.021368027,0.026877561,0.446531261,3.126754778,1.595865359,7.00232,1.612043801
NM_013926,Cbx8,-1.079178373,0.317114023,0.603740783,0.299578171,0.446617467,0.294316444,0.396936335,0.65899,0.761637427
NM_001170953,,-1.369719588,0.194856258,0.480968449,0.233335866,0.446640476,0.249583889,0.571280435,0.558802667,0.29700709
NM_023042,Recql,-3.627196583,0.011939985,0.101975717,0.034277776,0.446700159,0.418959111,0.110989676,0.937897833,0.338525694
NM_001110807,,-1.700752169,0.124547726,0.381776183,0.174386371,0.446774906,0.028003567,0.031820841,0.062679363,0.042650947
NM_011773,Slc30a3,-1.330567265,0.219071217,0.508245393,0.272885325,0.446820151,0.103164056,0.142306738,0.230884967,0.204410047
NM_027937,Caskin1,-1.652796779,0.134633266,0.397085377,0.183531657,0.447107381,0.100659222,0.115876119,0.225134333,0.158365692
NM_001163818,,-2.391041162,0.047975357,0.231915613,0.076371266,0.447270881,14.40596889,9.118545191,32.2086,16.64890155
NM_146375,Olfr918,-0.625527757,0.556599818,0.78297754,0.41316094,0.447285556,0.094560267,0.12363152,0.211409167,0.446292206
NM_181850,Grm3,-1.723470754,0.126592835,0.385341666,0.164228981,0.447307379,0.102161278,0.094970712,0.228391667,0.16178182
NM_010814,Mog,-1.947545826,0.100010197,0.34170378,0.126711729,0.447435256,0.352108578,0.193815438,0.786948667,0.523516832
NM_201351,Cybasc3,-2.804679553,0.030908815,0.179543002,0.056776698,0.447666916,14.65599556,5.829516,32.73861667,15.05824865
NM_029682,Stambpl1,-5.297705946,0.002069351,0.035754802,0.020044946,0.447758551,2.385286667,0.443469732,5.327171667,1.311154042
NM_030226,9130019O22Rik,-4.216774494,0.003634823,0.05062441,0.026377694,0.448117928,0.141493833,0.053064432,0.315751333,0.091483485
NM_007822,Cyp4a14,-1.115717599,0.298306217,0.587601415,0.300722414,0.448279428,0.042598522,0.064502208,0.095026717,0.102347381
NM_026039,Med18,-2.584989329,0.040944691,0.212865815,0.085726992,0.448339127,0.101393911,0.045106515,0.2261545,0.112337814
NM_001034085,Ppp2r1b,-1.962144588,0.086455679,0.317148659,0.154104095,0.44856033,0.258450444,0.225814449,0.576177667,0.35118421
NM_172845,Adamts4,-2.315274196,0.051481165,0.240291691,0.106898366,0.448583302,0.224399311,0.158677766,0.50024,0.261494963
NM_001013751,Gm52,-1.049938307,0.339620201,0.623583982,0.310028081,0.448721611,0.512816333,0.282822963,1.1428385,1.451578444
NM_134087,AA409316,-1.605777706,0.156743769,0.430000612,0.215349061,0.44873225,0.060152678,0.047279985,0.134050267,0.105908801
NM_001167831,,-1.888886807,0.112056654,0.36182935,0.133703494,0.448883198,0.401823556,0.173427527,0.895162833,0.623889617
NM_001034899,EG545391,-1.3500186,0.220783376,0.509990947,0.237082525,0.449162385,0.142447411,0.147429692,0.317140117,0.293216918
NM_009223,Snn,-6.493625428,3.44E-05,0.004206269,0.011929413,0.449289659,3.00832,1.506902924,6.695725,0.648755663
NR_029418,,-0.530188415,0.615672353,0.818987165,0.423203483,0.449374822,0.096518222,0.180622999,0.214783333,0.526109572
NM_146185,Zfp790,-2.692677719,0.018832164,0.133888609,0.063006262,0.449524228,0.360857222,0.359485529,0.802753667,0.274663666
NM_054048,Rcor2,-1.196973144,0.276716383,0.565987171,0.265620818,0.449598049,0.069903422,0.06326299,0.155479817,0.16733264
NM_001035510,Zcchc18,-1.143256854,0.285380137,0.57435398,0.28966226,0.449801911,0.042801456,0.067361923,0.095156233,0.09776341
NM_023524,Tfpt,-2.076493544,0.069084812,0.280726535,0.124328318,0.449993317,2.255605,2.059433731,5.01253,2.783691793
NM_008452,Klf2,-3.108039784,0.015121327,0.117643655,0.056237249,0.450612266,16.80680111,9.140895991,37.2977,14.32101732
NM_133223,Rac3,-2.151180799,0.050866344,0.239034956,0.0964773,0.450698835,0.063496796,0.083608675,0.1408852,0.055721314
NM_177570,Slfnl1,-0.727079695,0.497517425,0.744770826,0.378809472,0.450745153,0.03105722,0.030197526,0.06890195,0.125089916
NM_001163476,,-0.84571293,0.422527599,0.69225096,0.348520241,0.450748123,0.047027889,0.096578152,0.104332967,0.146047477
NM_175291,,-8.204365972,1.69E-06,0.001650277,0.005786468,0.450901203,10.88181667,3.808607299,24.13348333,2.445984508
NM_026331,Slc25a37,-7.980152815,1.07E-05,0.00282778,0.011929413,0.45092738,3.90145,1.071745352,8.652058333,1.166428189
NM_001174074,,-1.621420298,0.16015508,0.434467698,0.20210709,0.451135433,0.363379667,0.184214545,0.805478,0.650723678
NM_001142923,,-2.155423373,0.070074805,0.283078238,0.098198344,0.451145886,0.413513778,0.262340804,0.9165855,0.53006249
NR_028355,,-2.158982833,0.056425647,0.252597378,0.116313812,0.451323406,0.389602222,0.38611396,0.863244,0.435179512
NM_001011829,Olfr761,-0.829638215,0.441935122,0.70685128,0.361146068,0.451899135,0.207327889,0.17534635,0.4587924,0.728508901
NM_001034864,EG236749,-0.752419571,0.481976314,0.735422054,0.377215928,0.452248534,0.038975156,0.046161797,0.086180833,0.148983594
NM_177578,A430090E18Rik,-1.039076523,0.336610874,0.620809316,0.305771382,0.452678431,0.067431311,0.081135497,0.148960733,0.180417115
NM_144811,Cbx7,-5.608828884,1.56E-04,0.008532688,0.024120149,0.452691053,0.718429,0.297819245,1.587018333,0.291137197
NM_013739,Dok3,-2.4851913,0.048838397,0.234458571,0.068663568,0.452787177,0.257115878,0.101568173,0.5678515,0.29483037
NM_008883,Plxna3,-1.738350503,0.139218912,0.403341289,0.157122944,0.452810717,0.126252133,0.045534386,0.278818783,0.211740668
NM_001122992,,-0.781566387,0.461044964,0.721583136,0.371185607,0.452843898,0.266468444,0.472787893,0.588433333,0.932303133
NM_019761,Nxt1,-1.141570301,0.297930057,0.587305836,0.292628709,0.452887209,0.095957289,0.086499395,0.211879,0.238497892
NM_023689,Spock3,-1.475591579,0.173067491,0.453472907,0.231996625,0.453011135,0.104368933,0.142390836,0.230389333,0.17391257
NM_025866,Cdca7,-2.600183813,0.04232858,0.216434031,0.062262565,0.453120911,0.593575556,0.216277639,1.309971667,0.651364187
NM_198620,Rundc3b,-1.136369818,0.300532592,0.589703005,0.28182838,0.453364429,0.018043254,0.015591081,0.039798567,0.045133502
NM_146673,Olfr823,-1.011490572,0.338321463,0.622152212,0.318896754,0.45345319,0.010154389,0.019500281,0.022393467,0.024999174
NM_177059,Fstl4,-0.670762965,0.528930271,0.765548674,0.394331129,0.453541666,0.033171833,0.043182568,0.07313955,0.141631221
NM_018791,Zfp93,-1.528954134,0.179187216,0.461058736,0.211201306,0.453571158,0.162087811,0.101237695,0.357359167,0.301720059
NM_007925,Eln,-2.039073416,0.068963878,0.280407524,0.115907791,0.45359608,0.059910978,0.062332053,0.132080017,0.070184189
NM_001013771,Gm973,-1.640127574,0.129237899,0.388911498,0.189448439,0.453921786,0.055500033,0.077994181,0.122267833,0.076732624
NM_177355,Plcxd3,-0.826748097,0.43511681,0.700691826,0.352667061,0.453954017,0.025595267,0.046732599,0.05638295,0.082853628
NM_153560,C230093N12Rik,-1.568431457,0.175436102,0.456532251,0.211162736,0.45401927,0.583022111,0.183184184,1.284135167,1.084696171
NM_001024918,Rfx4,-1.017929685,0.33132618,0.616269067,0.317486569,0.454143191,0.0549175,0.120783457,0.120925517,0.124514103
NM_025725,Ccdc96,-1.819717219,0.123100194,0.379603585,0.153539414,0.454171451,0.694448889,0.29999878,1.529045667,1.096407518
NM_026672,Gstm7,-1.469325897,0.184297628,0.46764548,0.216677786,0.454180159,0.232696933,0.239263778,0.512345,0.423290339
NM_001083887,Pars2,-1.801414112,0.107280639,0.353780502,0.162148541,0.454240607,0.100401256,0.102238945,0.221031,0.141196538
NM_153533,Tenc1,-1.396729975,0.209393919,0.496939885,0.228409503,0.45451784,0.038591833,0.034056032,0.084907192,0.076316745
NM_172254,Dph3,-2.566740129,0.03822863,0.204377862,0.079857765,0.454611493,0.801189111,0.433838367,1.76236,0.846106396
NM_007428,Agt,-0.652487725,0.539496605,0.772280155,0.400858032,0.454681696,0.038071408,0.053398927,0.083732,0.165775743
NM_001081277,Ak5,-1.11241793,0.309040002,0.597048275,0.284642402,0.454909165,0.040713779,0.03808994,0.0894987,0.102821486
NR_030780,,-1.530740899,0.156862987,0.430000612,0.208928594,0.455469964,0.226514778,0.313239537,0.497321,0.349820195
