Genbank Accession,Official Symbol,Z-Score,P-value,FDR,Q-value,Fold-change Mutant/Control,Endstage Mean,Endstage STD,Con D130 Mean,Con D130 STD
NM_012054,Aoah,5.627158798,1.18E-04,0.007234676,0.133703494,6.170667381,0.783108444,0.306870734,0.126908225,0.137156381
NM_023270,Rnf128,4.549121292,0.001515886,0.030019171,0.221544966,6.166310152,1.578606333,0.8535717,0.256005017,0.146449852
NM_013533,Gpr162,4.082148066,0.002186135,0.037135204,0.233870813,6.145031333,0.307623956,0.177487537,0.0500606,0.053709388
NM_010721,Lmnb1,3.52E+00,0.007685317,0.078233614,0.261828892,6.143477662,4.72492,3.360793944,0.769095333,0.237805282
NM_029556,Clybl,3.45E+00,0.00633957,0.069432329,0.288290891,6.135433164,0.330970011,0.227169657,0.053944033,0.06493865
NM_029335,1700026D08Rik,2.52E+00,0.030426951,0.177804288,0.364422441,6.129044865,0.128420856,0.12005535,0.020952833,0.03648857
NM_011852,Oas1g,4.34990119,0.001944704,0.034324137,0.208667456,6.12536964,0.354899833,0.199694794,0.057939333,0.037122105
NM_079835,Btnl2,2.59E+00,3.06E-02,1.78E-01,0.347416056,6.112278983,0.1580671,0.150734401,0.025860583,0.022154957
NM_183319,Xkrx,1.97E+00,0.084451303,0.313417606,0.414511661,6.089243564,1.591967778,2.024546254,0.261439333,0.122908708
NM_001039194,Aifm2,2.487672734,0.028652289,0.171221596,0.368620119,6.087138015,0.061294233,0.053884317,0.010069467,0.024665055
NM_024184,Asf1b,3.91E+00,2.50E-03,4.01E-02,2.42E-01,6.068636976,0.338664433,0.197863557,0.055805683,0.073067809
NM_146834,Olfr101,2.038950094,0.070789805,0.284712028,0.415567438,6.062672995,0.074081822,0.087334557,0.012219333,0.020936642
NM_010894,Neurod1,1.16E+00,0.275217709,0.565046502,0.516511527,6.046213276,0.095362589,0.199817478,0.015772283,0.038634046
NM_178388,4930425N13Rik,2.69E+00,0.024396305,0.156303568,0.362028143,6.03472173,1.167002333,1.046622543,0.1933813,0.237891904
NM_145713,Hist1h1d,5.61E+00,3.23E-04,0.012385997,0.136816458,6.034543766,0.816612667,0.352592672,0.135323017,0.075149032
NM_001146710,,2.103044639,0.059355198,0.259190464,0.397286078,6.022714298,2.319171112,2.505511562,0.38507075,0.943219749
NM_009763,Bst1,6.58E+00,2.40E-05,0.003560512,0.090058828,6.016897943,0.110105622,0.035968624,0.0182994,0.017528418
NM_181397,Rftn1,4.37E+00,0.002196354,0.037187343,0.234777369,5.987090722,2.259236667,1.280532229,0.377351333,0.132722777
NM_026985,1810033B17Rik,4.90E+00,7.41E-04,0.019869468,0.176354335,5.954196289,1.978988778,0.964443511,0.33236875,0.240874704
NM_175118,Dusp28,2.411794076,0.039246994,0.207998925,0.369093037,5.947344126,0.175367156,0.176120263,0.029486633,0.03567441
NM_025424,Nenf,3.864183003,0.002603805,0.041114795,0.244439868,5.94179591,1.147679667,0.670439781,0.193153667,0.257779314
NM_010892,Nek2,3.57E+00,0.0057101,0.064910222,0.265635423,5.941065344,0.405489889,0.272109607,0.06825205,0.06394176
NM_197979,1110020P15Rik,4.93E+00,5.11E-04,0.016153932,0.157505371,5.906684779,2.076244,0.968133233,0.3515075,0.33286442
NM_021274,Cxcl10,4.09E+00,0.002922433,0.044167172,0.255468128,5.906655002,2.781595444,1.658968497,0.470925667,0.288275413
NM_009741,Bcl2,7.198979714,3.62E-05,0.004206269,0.068663568,5.870179612,2.141482222,0.70414803,0.364806933,0.186810789
NM_175563,Prr11,4.511264176,6.82E-04,0.019183015,0.181846891,5.85893298,0.433787,0.205583968,0.074038567,0.099892864
NM_009842,Cd151,2.41293661,0.032684628,0.18588283,0.374428411,5.857385818,0.430315778,0.385057977,0.0734655,0.179952989
NM_001005485,Olfr111,6.32E+00,3.81E-05,0.004206269,0.129617854,5.847023216,5.815158889,1.988274101,0.994550333,0.923986547
NM_008194,Gyk,4.190833158,0.001974739,0.03476682,0.217169482,5.818879507,0.748851,0.420698974,0.128693333,0.11574091
NM_009344,Phlda1,4.760427953,0.001080163,0.024339859,0.163200688,5.818260167,7.132068889,3.625712475,1.225807833,0.687133427
NM_008084,Gapdh,8.08E+00,1.16E-05,0.002877502,0.082364659,5.792542562,18.45887333,5.345160449,3.186661667,1.541700557
NM_177290,Itgb8,3.114540923,0.012595704,0.104689939,0.300784876,5.759745138,0.738671667,0.571758922,0.128247283,0.111972303
NM_001145801,,4.40E+00,0.001872457,0.03377574,0.199964122,5.736707376,2.827813333,1.558518253,0.492933167,0.269394785
NM_025330,Hsd17b14,1.370942565,0.204267956,0.492042674,0.485244948,5.734663449,0.153399667,0.270181582,0.02674955,0.050408036
NM_146532,Olfr1170,1.843991767,0.097719102,0.337592314,0.426115623,5.728314536,0.072893089,0.094428028,0.01272505,0.021061019
NM_001177954,,3.018948096,0.009896819,0.090998187,0.314570338,5.719738784,0.143593089,0.090506969,0.025104833,0.061494032
NM_177420,Psat1,7.389626955,4.06E-05,0.004208048,0.093421458,5.705787361,21.52953333,6.979836802,3.77328,1.470960588
NM_001161768,,4.202679762,0.001712552,0.032312506,0.206537558,5.701420163,0.501038333,0.274360939,0.087879567,0.088343901
NM_026301,Rnf125,3.025070706,0.009793035,0.090354598,0.317084881,5.698071394,0.060994056,0.038158423,0.010704333,0.026220155
NM_201518,Flrt2,3.52E+00,0.005286233,0.06175858,0.276529831,5.680437195,0.132158022,0.086245447,0.023265467,0.028036709
NM_001098227,Sdcbp,7.878355373,2.67E-06,0.001732134,0.062039153,5.663840583,48.87517778,12.19085918,8.629335,7.582669565
NM_146737,Olfr494,1.55E+00,0.159778706,0.433980666,0.471422319,5.648487855,0.211780356,0.336220952,0.037493283,0.029323017
NM_024462,Ccdc23,2.07E+00,0.071241584,0.285497578,0.397304285,5.644953681,0.764397667,0.904216555,0.135412567,0.100508509
NM_001170984,,3.310140762,0.006596367,0.071491219,0.309707775,5.617645178,4.441151111,2.947724522,0.790571667,1.226748413
NM_023860,,1.358483459,0.210521968,0.498068159,0.486883824,5.603384979,0.235735433,0.425085717,0.042070183,0.038401636
NM_030113,Arhgap10,2.89E+00,1.72E-02,0.127057421,0.339218898,5.601862504,0.397919433,0.325108812,0.071033417,0.080106958
NR_015582,,1.71E+00,0.124525214,0.381776183,0.451423015,5.578524399,0.1299252,0.185672264,0.023290245,0.018687474
NM_001085500,Mel13,3.353871613,0.006489014,0.070622403,0.273270414,5.57326036,0.3790549,0.253039383,0.068013133,0.094443237
NM_009593,Abcg1,6.728435186,6.60E-05,0.00535591,0.07515486,5.5618099,5.927817778,2.068141694,1.065807333,0.530553325
NM_001040461,Dear1,2.29E+00,0.046079571,0.227334637,0.383529352,5.549428453,0.194538442,0.198373617,0.035055582,0.054635786
NM_028749,Npl,4.124191048,0.002980341,0.044576411,0.21764626,5.543668985,4.74698,2.7936372,0.8562885,0.36998526
NM_001159562,,1.32E+00,0.220460295,0.509882495,0.491872314,5.536385715,0.559307,1.026156181,0.10102385,0.129609024
NM_001164622,,1.911113709,0.087536673,0.319716604,0.419432298,5.514202874,0.347296444,0.429719481,0.062982167,0.098423672
NM_009513,Nrsn1,1.375628581,0.205467609,0.492875587,0.482770007,5.50694272,0.181100033,0.321515086,0.032885767,0.027140597
NM_025446,Aig1,2.676148808,0.025603061,0.16026303,0.342180606,5.477932835,1.837803556,1.637565455,0.335492167,0.321052868
NR_030711,,3.052858045,0.014386366,0.114044513,0.310509581,5.473172296,1.374774222,1.082293878,0.251184167,0.17843028
NM_021394,Zbp1,3.26530492,0.010309996,0.093691714,0.313990925,5.463581858,0.522525222,0.384529375,0.09563785,0.063035908
NM_001168230,,6.119928112,4.34E-05,0.004313855,0.098153169,5.462136799,4.32825,1.463338863,0.792409667,0.758455919
NM_009254,Serpinb6a,4.826479875,4.04E-04,0.014069627,0.206338287,5.457600618,0.697652,0.306266743,0.127831267,0.145251564
NM_013853,Abcf2,3.987658943,0.001549068,0.03041758,0.251322651,5.457565198,1.665175,0.809670138,0.305113167,0.510802709
NM_001033539,Bex6,1.80E+00,0.104585435,0.349039967,0.433596581,5.45022663,0.087571789,0.115015829,0.01606755,0.024892011
NM_145150,Prc1,4.08E+00,0.002436581,0.03947413,0.221524269,5.426571028,1.014656,0.579845468,0.186979217,0.150691943
NM_001033446,Gm949,1.467260102,0.173467854,0.45390183,0.472776159,5.4240546,0.057406567,0.09031676,0.0105837,0.025924665
NM_001163008,,3.339292963,0.005458836,0.063112727,0.284266332,5.423469894,0.361692111,0.219060536,0.066690167,0.121798398
NM_001159561,,1.166520337,0.276028297,0.565329998,0.517579073,5.415803603,0.524397189,1.091182376,0.096827217,0.110902406
NM_009856,Cd83,5.009120401,8.21E-04,0.021253424,0.14371304,5.388118468,9.078448889,4.33859447,1.6849015,0.723065906
NM_175478,Lrfn3,1.187367748,0.267859069,0.560041096,0.510522943,5.384589871,0.091274811,0.185900361,0.016951117,0.021674122
NM_001177666,,2.367909863,0.042761417,0.217611508,0.379218727,5.380938683,0.582075778,0.586275231,0.10817365,0.105730029
NM_146630,Olfr123,1.94E+00,0.077930693,0.299888852,0.417579052,5.376148577,0.091650789,0.103509744,0.017047667,0.041758085
NM_029617,Casc5,5.780638895,2.74E-04,0.011256866,0.164183027,5.371302379,0.346891778,0.142329487,0.064582433,0.028376438
NM_009983,Ctsd,6.023640081,2.22E-04,0.009941297,0.138003328,5.366389799,1628.668,645.0936506,303.4941667,113.831578
NM_010895,Neurod2,1.63E+00,0.13819019,0.402167869,0.455346168,5.365705096,0.054031309,0.078706925,0.01006975,0.015600158
NM_139200,Pscdbp,4.833302509,5.31E-04,0.016487071,0.151329952,5.327065997,0.137142189,0.062833743,0.025744413,0.023562654
NR_033595,,3.561624309,0.007257858,0.075019931,0.265286992,5.320530284,3.821281111,2.606868267,0.718214333,0.154777129
NM_028941,,3.475391234,0.004103312,0.053642242,0.259966803,5.25028018,3.844088889,2.110562241,0.732168333,1.356823169
NM_007534,Bcl2a1b,2.70E+00,0.026626227,0.163438265,0.361491122,5.237206505,65.94895556,58.99202417,12.59239167,5.48508391
NM_001164329,,3.47E+00,0.00673283,0.072080142,0.29433397,5.237143463,0.239157944,0.16077527,0.045665723,0.037161043
NM_146825,Olfr39,1.260489366,0.240681104,0.531959796,0.502998572,5.236810998,0.070784578,0.133851177,0.013516733,0.020996824
NR_026942,,2.187448548,0.057775096,0.256166394,0.38449821,5.233213188,0.196346844,0.213662107,0.037519367,0.034607553
NM_016863,Fkbp1b,2.37E+00,0.043692416,0.220370974,0.378813075,5.22485219,1.207194,1.219530765,0.23104845,0.157154543
NM_175384,,3.42615871,0.007974605,0.080028478,0.304039787,5.197713638,0.203051022,0.140600482,0.03906545,0.023792699
NM_011905,Tlr2,4.150791547,0.002669173,0.041682979,0.220631618,5.19083886,58.52716667,33.41409766,11.27508833,5.763730671
NR_028298,,2.67E+00,0.025245232,0.15890426,0.347653695,5.175892947,0.656580222,0.574423126,0.126853517,0.125161671
NM_146875,Olfr895,1.89E+00,0.090275172,0.324628185,0.425027593,5.165370205,0.171575433,0.210592021,0.033216483,0.051459312
NM_146291,Olfr1484,1.35E+00,0.209984147,0.497280495,0.48415653,5.135786292,0.21536372,0.37339751,0.041933933,0.078172349
NM_001077407,Nrp2,6.80E+00,3.00E-05,0.003965521,0.062512769,5.120889382,15.05678889,4.854087302,2.940268333,1.821683571
NM_178692,C130074G19Rik,2.452120712,0.036268959,0.19828908,0.378257144,5.118477142,0.477307633,0.453628266,0.093251883,0.099983695
NM_001037724,Adcy7,2.55E+00,0.024180747,0.155661689,0.365514816,5.094913254,3.553863333,2.628848186,0.697531667,1.708596663
NM_001162868,,1.731535144,0.111171879,0.360292468,0.441586913,5.086783071,0.053560689,0.06753205,0.010529383,0.025791616
NR_029419,,1.95E+00,0.075005195,0.293696318,0.417043262,5.077188495,0.353314778,0.38268875,0.069588667,0.170456725
NM_007918,Eif4ebp1,4.720161757,4.10E-04,0.01412907,0.18555168,5.068878645,0.439571889,0.169328274,0.08671975,0.120060299
NR_027955,,2.327497818,0.046231045,0.2277748,0.378471272,5.067132396,0.388899033,0.395026695,0.076749333,0.06235725
NM_030127,Htra3,4.24E+00,0.001136552,0.025125934,0.231317559,5.047749054,0.330891644,0.162953211,0.065552317,0.075833057
NM_021272,Fabp7,2.41E+00,0.031398577,0.181508467,0.36706985,5.033712462,0.363791433,0.290542286,0.072271,0.177027073
NM_012006,Acot1,4.795673411,3.87E-04,0.013795717,0.169343582,5.030455618,0.208162433,0.075350124,0.041380433,0.058921928
NR_027818,,2.03E+00,7.20E-02,2.88E-01,4.02E-01,5.030237093,0.682740667,0.779477875,0.135727333,0.168926718
NM_019928,Klk4,1.37E+00,0.199708893,0.487235926,0.480202833,5.028950099,0.058052859,0.095501857,0.011543733,0.028276256
NM_007743,Col1a2,2.442528761,0.036497462,0.199164197,0.3696429,5.023797377,0.071227567,0.067373148,0.014178033,0.015720449
NM_001142357,,2.10E+00,0.056890177,0.253727091,0.398375491,5.013542204,0.215601533,0.210122423,0.043003833,0.105337449
