	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Rps6	2.74188027990008e-135	0.234040744969402	0.88	0.753	5.2874419317593e-131
St8sia6	4.31664586455722e-135	0.114473328046919	0.144	0.03	8.32421988521213e-131
Jun	9.12262636487683e-135	0.426295869464835	0.884	0.814	1.75920726820285e-130
Scoc	3.94572409902744e-134	-0.245045457684309	0.303	0.493	7.60893435256452e-130
Bin2	6.240849971111e-134	-0.232468585183166	0.272	0.466	1.20348550842904e-129
Il1a	1.05593373339292e-133	0.262441991545924	0.263	0.154	2.03626261147491e-129
Gh	1.29410757420234e-131	0.30893423215829	0.253	0.097	2.49555704609179e-127
Selenop	3.26074532155539e-131	-0.238621128044637	0.904	0.938	6.28802127808742e-127
Gas2l3	3.95644478330303e-131	0.0881272387501902	0.097	0.012	7.62960812012156e-127
Psap	7.79970343475866e-131	0.203477296012515	0.997	0.992	1.50409481035886e-126
Pim3	8.12416096080413e-131	0.124092458788424	0.138	0.031	1.56666319968147e-126
mt-Atp6	5.74925314738103e-130	0.313118375306233	0.995	0.993	1.10868597694096e-125
Slco2b1	9.1906943251951e-129	-0.251908487699669	0.467	0.635	1.77233349367062e-124
Emp3	1.44575890736265e-128	0.17038535906044	0.296	0.126	2.78800147695814e-124
Fcgr3	2.3841814153287e-128	-0.211969648274505	0.907	0.934	4.59765544131986e-124
Gpi1	2.71755313826188e-128	0.19567231301402	0.477	0.279	5.24052947182421e-124
Rpl11	6.50341480823179e-128	0.220770337512386	0.917	0.819	1.25411851161942e-123
Cdc42	1.08668068847221e-127	-0.245077569289728	0.632	0.747	2.09555503964981e-123
Ier5	1.19082996874875e-127	0.339490604351567	0.667	0.498	2.2963965117351e-123
Gnai2	2.43048571013119e-126	-0.220174376357395	0.836	0.879	4.68694864341698e-122
Apbb2	2.78092938821099e-126	0.145343712070398	0.22	0.079	5.36274423222608e-122
Bst2	8.20234820373089e-126	0.208828607994054	0.417	0.233	1.58174082760746e-121
Klrb1b	8.23885307660277e-126	0.0516897546818959	0.054	0.001	1.58878042729208e-121
