"genes","Freq","Arf1_IFNg_KO.h5","Arf1_KO.h5","IFNg_KO.h5","WT.h5","regulation","Arf1.vs.all"
"Nuak1",2,0.157350052878078,0.133671742808799,0.170294221907125,0.180919857589188,"down-regulated","down-regulated"
"P2ry6",2,0.847711134612479,0.636339971365352,0.775469691598724,0.552350504977113,"up-regulated","notAll"
"Pik3ip1",2,0.0688170418492219,0.129767018091891,0.0818149592343141,0.0629223279808181,"up-regulated","up-regulated"
"Pip4k2a",2,0.357229188699199,0.269556162957178,0.359659695143566,0.378260553658359,"down-regulated","down-regulated"
"Pla2g15",2,0.682731530442665,0.457894051802681,0.739383197447714,0.552859115018528,"down-regulated","down-regulated"
"Plcl2",2,0.186281915697235,0.113497331771443,0.184331797235023,0.171546901111676,"down-regulated","down-regulated"
"Pld4",2,1.59661580299139,1.5965117792529,1.55434243176179,1.75615781442999,"down-regulated","notAll"
"Plek",2,0.521528931862819,0.772354549004295,0.551861042183623,0.769672309816174,"up-regulated","up-regulated"
"Pou2f2",2,0.903384197008612,0.718859820382663,0.878199220134704,0.866526193417133,"down-regulated","down-regulated"
"Ppp1r9b",2,0.101601450370147,0.0826500065078745,0.0986175115207373,0.133982416624283,"down-regulated","down-regulated"
"Prrc2a",2,0.17026741199577,0.149160484185865,0.159092520382843,0.211872411538182,"down-regulated","down-regulated"
"Psap",2,6.50596766883215,5.96720031237798,6.2590570719603,5.36554530262297,"up-regulated","notAll"
"Ptma",2,1.98179483305635,2.33177144344657,2.07692307692308,2.10760735304803,"up-regulated","up-regulated"
"Ptpn18",2,0.678350203958302,0.662241311987505,0.546614675646934,0.743297246239919,"down-regulated","notAll"
"Ptprc",2,0.718084302764768,0.649876350383965,0.654448777029422,0.728402237884182,"down-regulated","down-regulated"
"Pycard",2,0.743616860552954,0.61629571781856,0.338461538461538,0.728765530770908,"down-regulated","notAll"
"Rapgef5",2,0.370448708264088,0.215280489392165,0.494151010280043,0.324493206423018,"down-regulated","down-regulated"
"Rilpl2",2,0.0928387974014201,0.186255368996486,0.119106699751861,0.109423817481654,"up-regulated","up-regulated"
"Rnase4",2,2.07463363045777,1.56644539893271,2.42864232541652,1.45971081886217,"up-regulated","notAll"
"Rock2",2,0.358437830487989,0.28452427437199,0.349379652605459,0.384073239845964,"down-regulated","down-regulated"
"Rpl21",2,1.76892279800574,4.01353637901861,1.18411910669975,3.54937150330597,"up-regulated","up-regulated"
"Rpl31",2,0.633403837437679,0.708707536118704,0.560510457284651,0.57531061541815,"up-regulated","up-regulated"
"Rpl5",2,2.08445384499169,2.40557074059612,1.77412265154201,2.10651747438785,"up-regulated","up-regulated"
"Rps15",2,2.66127813869165,2.90212156709619,2.29705778092875,2.52081668240936,"up-regulated","up-regulated"
"Rps6ka1",2,0.378229339779423,0.293114668749187,0.404891882311237,0.388287437331977,"down-regulated","down-regulated"
"Rsrp1",2,0.442589515032482,0.377586880124951,0.329599432825239,0.429484850686624,"down-regulated","notAll"
"Sall1",2,0.308959057259405,0.238838995184173,0.290535271180432,0.355591077526702,"down-regulated","down-regulated"
"Samsn1",2,0.272397643148512,0.220486789014708,0.247926267281106,0.275376008137761,"down-regulated","down-regulated"
"Scamp2",2,1.05703278440852,0.879864636209814,0.968734491315136,1.08493787691637,"down-regulated","down-regulated"
"Scn1b",2,0.144810394319384,0.133411427827671,0.0786954980503368,0.179321368887597,"down-regulated","notAll"
"Sft2d1",2,0.243692400664753,0.206820252505532,0.0598369372562921,0.279081595582359,"down-regulated","notAll"
"Sgk1",2,1.46547816890769,2.21423922946766,2.22453030840128,1.88301969047446,"up-regulated","notAll"
"Sh3bgrl3",2,0.818930352016921,1.53689964857478,0.574193548387097,1.40914044903001,"up-regulated","up-regulated"
"Sh3glb1",2,0.83932618220275,0.74163738123129,0.824884792626728,0.864782387560852,"down-regulated","down-regulated"
"Skil",2,0.494183411391449,0.542756735650137,0.596526054590571,0.633582794448885,"down-regulated","notAll"
"Slc16a6",2,0.451729868560205,0.401405700898087,0.518823112371499,0.523795684080506,"down-regulated","down-regulated"
"Slc7a8",2,0.295588457470917,0.248861121957569,0.260120524636654,0.342585192181937,"down-regulated","down-regulated"
"Slco2b1",2,0.870373168152289,0.856175972927242,0.81807869549805,0.982925234323912,"down-regulated","notAll"
"Soga1",2,0.256760840006043,0.167642847845894,0.209429280397022,0.266947613165734,"down-regulated","down-regulated"
"Sox4",2,0.998035957093216,0.905505661850839,1.54342431761787,1.09808907941583,"down-regulated","down-regulated"
"Spata13",2,0.143601752530594,0.141741507223741,0.145196738745126,0.174453244205478,"down-regulated","down-regulated"
"Spi1",2,0.974240821876416,0.912013536379019,0.779298121233605,1.01511298408777,"down-regulated","notAll"
"Sqor",2,0.158709774890467,0.10321489001692,0.17298830202056,0.172491462617162,"down-regulated","down-regulated"
"Srgap2",2,0.981039431938359,0.781075100872055,0.977809287486707,0.956186877860931,"down-regulated","down-regulated"
"Ssh2",2,1.10129928992295,0.99635559026422,1.05416518964906,0.861803385889704,"up-regulated","notAll"
"Ssr4",2,0.99758271642242,1.10659898477157,0.855512229705778,0.884908813485432,"up-regulated","up-regulated"
"St3gal5",2,0.281160296117238,0.250813484316022,0.255299539170507,0.331904381312214,"down-regulated","down-regulated"
"Tab2",2,0.231908143224052,0.188207731354939,0.243885147110954,0.249582213180266,"down-regulated","down-regulated"
"Tbxas1",2,0.421136123281462,0.408694520369647,0.274654377880184,0.492261861512752,"down-regulated","notAll"
"Thrsp",2,0.237573651609004,0.121046466224131,0.247359092520383,0.175833757175035,"down-regulated","down-regulated"
"Tlr7",2,0.201843178727905,0.257581673825329,0.19638426090039,0.181937077672019,"up-regulated","up-regulated"
"Tmem173",2,0.51072669587551,0.378497982558896,0.515561857497341,0.531933444743152,"down-regulated","down-regulated"
"Tmsb4x",2,28.3233116785013,25.9285435376806,25.9189649060617,26.4812904163336,"down-regulated","notAll"
"Tnfaip8l2",2,0.52266203353981,0.381491604841859,0.455724920241049,0.485649930974351,"down-regulated","down-regulated"
"Trio",2,0.192476204864783,0.1533255238839,0.203828429634881,0.259899731163264,"down-regulated","down-regulated"
"Twf2",2,0.446970841516845,0.318885851880776,0.463381779510812,0.418295429775485,"down-regulated","down-regulated"
"Ubb",2,3.01571234325427,3.67981257321359,3.52059553349876,3.28024413281988,"up-regulated","up-regulated"
"Ubn2",2,0.259178123583623,0.191071196147338,0.250833037929812,0.236067717794086,"down-regulated","down-regulated"
"Vps28",2,0.297476960265901,0.257191201353638,0.254306983339241,0.29390394536075,"down-regulated","notAll"
"Zc3h12a",2,0.0772775343707509,0.174671352336327,0.0886919532080822,0.0984523723025503,"up-regulated","up-regulated"
"Zfp36l2",2,0.649191720803747,0.833268254588052,0.782701169797944,0.662210273922837,"up-regulated","up-regulated"
"Zmiz1",2,0.38804955431334,0.328387348691917,0.366394895427153,0.430356753614764,"down-regulated","down-regulated"
"1700024G13Rik",1,0.0101979150929143,0.0065078745281791,0.0122651542006381,0.015621594129187,"down-regulated","down-regulated"
"1810037I17Rik",1,0.222087928690134,0.184042691656905,0.217582417582418,0.227929957131439,"down-regulated","down-regulated"
"2310022B05Rik",1,0.023568514881402,0.0242092932448262,0.019283941864587,0.0361113129404926,"down-regulated","notAll"
"2310033P09Rik",1,0.125925366369542,0.0672914226213719,0.127188940092166,0.119959311196687,"down-regulated","down-regulated"
"5330417C22Rik",1,7.55401117993655e-05,0.0106729142262137,0.000567174760723148,0.000435951464070333,"up-regulated","up-regulated"
"5330429C05Rik",1,0,0.00273330730183522,0,0,"up-regulated","up-regulated"
"Abhd17c",1,0.213249735609609,0.169985682676038,0.0681318681318681,0.203807309452881,"down-regulated","notAll"
"Abl1",1,0.112554766581055,0.093713393205779,0.121233605104573,0.145171837535421,"down-regulated","down-regulated"
"Ablim1",1,0.0594500679861006,0.0521931537159964,0.0448777029422191,0.077163409140449,"down-regulated","notAll"
"AC149090.1",1,0.523946215440399,0.411557985162046,0.434739454094293,0.468793141030299,"down-regulated","down-regulated"
"Acads",1,0.240897416528176,0.191461668619029,0.260262318326834,0.243478892683281,"down-regulated","down-regulated"
"Actg1",1,2.68182504910107,3.1997917480151,2.67940446650124,3.07600087190293,"up-regulated","up-regulated"
"Adam10",1,0.236062849373017,0.205778992581023,0.248280751506558,0.261934171328925,"down-regulated","down-regulated"
"Adam17",1,0.195799969783955,0.154106468827281,0.186742289968096,0.200465014895008,"down-regulated","down-regulated"
"Adamts1",1,1.47492068288261,1.60874658336587,2.11669620701879,1.76538545375282,"down-regulated","notAll"
"Adora3",1,0.309185677594803,0.197969543147208,0.295285359801489,0.263242025721136,"down-regulated","down-regulated"
"Afap1l2",1,0.00430578637256383,0.00403488220747104,0.00560085076214108,0.0109714451791034,"down-regulated","down-regulated"
"Agt",1,0.00589212872035051,0.00416503969803462,0.00588443814250266,0.0167841313667078,"down-regulated","down-regulated"
"Akirin2",1,0.328070705544644,0.247038917089679,0.320453739808578,0.32710891520744,"down-regulated","down-regulated"
"Alg5",1,0.230472881099864,0.237537420278537,0.222686990428926,0.187822422436969,"up-regulated","up-regulated"
"Alkbh1",1,0.147378758120562,0.130157490563582,0.139595887982985,0.116980309525539,"up-regulated","notAll"
"Ankrd33b",1,0.0268922798005741,0.0399583496030197,0.0354484225451967,0.0607425706604665,"down-regulated","notAll"
"Anks1b",1,0.0019640429067835,0.0028634647923988,0.0010634526763559,0.00690256484778028,"down-regulated","notAll"
"Anxa3",1,0.602205771264541,1.09071977092282,0.214888337468983,1.1006321296229,"down-regulated","notAll"
"Ap2m1",1,0.305861912675631,0.273200572692958,0.284863523573201,0.279226912737049,"down-regulated","down-regulated"
"Apbb1ip",1,0.965100468348693,0.824157230248601,0.693087557603687,0.983070551478602,"down-regulated","notAll"
"Aqp4",1,0.00936697386312132,0.0105427567356501,0.0190003544842255,0.0200537673472353,"down-regulated","notAll"
"Arap3",1,0.0852092461096842,0.0718469347910972,0.0690535271180432,0.116035748020054,"down-regulated","notAll"
"Arhgap17",1,0.571763106209397,0.53924248340492,0.534562211981567,0.58221318026593,"down-regulated","notAll"
"Arhgap27",1,0.114216649040641,0.0998307952622673,0.109606522509748,0.146770326237012,"down-regulated","down-regulated"
"Arid5a",1,0.109910862668077,0.153846153846154,0.117617866004963,0.168785875172564,"down-regulated","notAll"
"Arl4c",1,0.507554011179937,0.624495639724066,0.564551577454803,0.553367725059943,"up-regulated","up-regulated"
"Arl6ip1",1,1.11550083094123,0.885982038266302,0.924778447359093,1.00312431882584,"down-regulated","down-regulated"
"Arpc1b",1,0.98693156065871,0.991019133151113,0.868840836582772,0.858388432754487,"up-regulated","up-regulated"
"Arpc4",1,0.425139749206829,0.338539632955877,0.389649060616803,0.386979582939766,"down-regulated","down-regulated"
"Ash2l",1,0.0912524550536335,0.0658596902251725,0.0889755405884438,0.0744023832013369,"down-regulated","down-regulated"
"Atf3",1,3.03006496449615,5.77704021866458,4.45615030131159,5.781007047882,"down-regulated","notAll"
"Atox1",1,0.635216800120864,0.64935572042171,0.566962070187877,0.644990191092058,"up-regulated","up-regulated"
"Atp1a1",1,0.326937603867654,0.322400104125992,0.318326834455867,0.284095037419167,"up-regulated","notAll"
"Atp1a2",1,0.20947273001964,0.196798125732136,0.272740163062744,0.411029572040979,"down-regulated","down-regulated"
"Atp1b2",1,0.0417736818250491,0.0378758297540023,0.0479971641261964,0.0619051078979874,"down-regulated","down-regulated"
"Atp5g2",1,0.768545097446744,0.855264870493297,0.665792272243885,0.696359805275013,"up-regulated","up-regulated"
"Atp6v1g1",1,0.736062849373017,0.705063126382923,0.68656504785537,0.65966722371576,"up-regulated","notAll"
"Atpif1",1,0.567759480284031,0.512039567877131,0.552215526409075,0.550170747656761,"down-regulated","down-regulated"
"Azin1",1,0.237800271944402,0.232461278146557,0.274937965260546,0.273123592240064,"down-regulated","down-regulated"
"B2m",1,2.88329052726998,3.74606273591045,2.18341013824885,3.02041706023396,"up-regulated","up-regulated"
"Bckdha",1,0.14760537845596,0.115449694129897,0.188372917405175,0.144881203226041,"down-regulated","down-regulated"
"Bcl2a1b",1,0.275192627285088,0.558115319536639,0.142573555476781,0.393591513478166,"up-regulated","up-regulated"
"Bicd2",1,0.128342649947122,0.100351425224522,0.138603332151719,0.156433917023905,"down-regulated","down-regulated"
"Bmp2k",1,0.472050158634235,0.365612390993102,0.516767103863878,0.4254159703553,"down-regulated","down-regulated"
"Bpgm",1,0.290753890315758,0.148900169204738,0.204112017015243,0.282787183026956,"down-regulated","down-regulated"
"Brinp3",1,0.000377700558996827,0.000260314981127164,0.00021269053527118,0.00356027028990772,"down-regulated","notAll"
"Brk1",1,0.626756307599335,0.543147208121827,0.603828429634881,0.595727675652111,"down-regulated","down-regulated"
"Brox",1,0.0867200483456716,0.0741897696212417,0.0873449131513648,0.0926396861149459,"down-regulated","down-regulated"
"Btf3",1,0.707961927783653,0.72419627749577,0.591563275434243,0.62072222625881,"up-regulated","up-regulated"
"Btg1",1,0.931636198821574,1.16347780814786,1.07146401985112,1.24064520816682,"down-regulated","notAll"
"Bzw1",1,0.256458679558846,0.216451906807237,0.245657568238213,0.255685533677251,"down-regulated","down-regulated"
"C1qa",1,27.9893488442363,26.0465963816218,27.1998582063098,23.594855772724,"up-regulated","notAll"
"C1qb",1,17.8977186886237,22.3941168814265,15.6142502658632,21.5256121485141,"up-regulated","up-regulated"
"C1qc",1,11.7029762804049,14.6764284784589,10.7244948599787,14.2077308726295,"up-regulated","up-regulated"
"Cacng4",1,0.000755401117993655,0.000520629962254328,0.000708968450903935,0.00319697740318245,"down-regulated","down-regulated"
"Canx",1,0.68809487838042,0.534817128725758,0.650903934774902,0.649422364310107,"down-regulated","down-regulated"
"Capg",1,0.158180994107871,0.237537420278537,0.0679900744416874,0.153454915352757,"up-regulated","up-regulated"
"Capn3",1,0.247469406254721,0.161265130808278,0.265225097483162,0.219574220736758,"down-regulated","down-regulated"
"Capzb",1,0.626982927934733,0.663803201874268,0.540304856433889,0.72607716340914,"down-regulated","notAll"
"Casp8",1,0.210001510802236,0.167773005336457,0.226302729528536,0.219138269272688,"down-regulated","down-regulated"
"Ccdc12",1,0.473032180087627,0.368215540804373,0.43970223325062,0.455641938530844,"down-regulated","down-regulated"
"Ccdc34",1,0.0833962834264995,0.0571391383574125,0.0844381425026586,0.0728765530770907,"down-regulated","down-regulated"
"Ccdc88b",1,0.091781235836229,0.0823896915267474,0.0953562566465792,0.134926978129768,"down-regulated","down-regulated"
"Ccl4",1,6.17993654630609,9.97422881686841,6.61049273307338,8.43108333938821,"up-regulated","up-regulated"
"Ccl5",1,0.435262124187944,0.446049720161395,0.245799361928394,0.439439075782896,"up-regulated","up-regulated"
"Ccl6",1,0.386765372412751,0.404399323181049,0.156185749734137,0.379786383782606,"up-regulated","up-regulated"
"Ccnd3",1,0.191040942740595,0.181049069373942,0.194186458702588,0.142047518709584,"up-regulated","notAll"
"Ccni",1,0.30714609457622,0.280619549655083,0.285926976249557,0.293177359587299,"down-regulated","down-regulated"
"Ccnl1",1,0.612856927028252,0.921124560718469,0.772704714640199,0.905253215142047,"up-regulated","up-regulated"
"Ccr5",1,0.621166339326182,0.406351685539503,0.564551577454803,0.489428176996294,"down-regulated","down-regulated"
"Ccr6",1,0.167774588306391,0.0415202394897826,0.523502304147465,0.0141684225822858,"up-regulated","notAll"
"Ccrl2",1,0.838797401420154,1.05674866588572,1.29046437433534,0.73828380440311,"up-regulated","notAll"
"Cd300a",1,0.436772926423931,0.236886632825719,0.470967741935484,0.303785511879677,"down-regulated","down-regulated"
"Cd33",1,0.41781235836229,0.323831836522192,0.383410138248848,0.422800261570878,"down-regulated","down-regulated"
"Cd37",1,0.924308807977036,0.905635819341403,0.872952853598015,0.969556056092422,"down-regulated","notAll"
"Cd74",1,0.99289922949086,0.951841728491475,0.597943991492379,1.17285475550389,"down-regulated","notAll"
"Cd81",1,7.43571536485874,6.67213328127034,6.16774193548387,6.91237375572186,"down-regulated","notAll"
"Cd82",1,0.353754343556428,0.269946635428869,0.45941155618575,0.325147133619124,"down-regulated","down-regulated"
"Cdh2",1,0.00498564737875812,0.00689834699986984,0.00708968450903935,0.0114800552205188,"down-regulated","notAll"
"Cep170",1,0.146170116331772,0.112325914356371,0.12605459057072,0.158541015766911,"down-regulated","down-regulated"
"Cfl1",1,1.54970539356398,1.71742808798646,1.40361573909961,1.5987793359006,"up-regulated","up-regulated"
"Cflar",1,0.332678652364406,0.2827020695041,0.34597660404112,0.328562086754341,"down-regulated","down-regulated"
"Chd9",1,0.316890768998338,0.203826630222569,0.349450549450549,0.286783404780934,"down-regulated","down-regulated"
"Clca3a1",1,0.000377700558996827,0.00130157490563582,0.00276497695852535,0.0114800552205188,"down-regulated","notAll"
"Clcn3",1,0.178727904517299,0.157881036053625,0.181637717121588,0.199883746276248,"down-regulated","down-regulated"
"Clcn4",1,0.263332829732588,0.227254978524014,0.216306274370791,0.273777519436169,"down-regulated","notAll"
"Cldn5",1,0.0886085511406557,0.107640244696082,0.0577809287486707,0.172346145462472,"down-regulated","notAll"
"Clta",1,1.67132497356096,1.69282832226995,1.46401985111663,1.69454334084139,"down-regulated","notAll"
"Cmtm5",1,0.0083094122979302,0.0101522842639594,0.00630981921304502,0.02615708784422,"down-regulated","notAll"
"Cnn3",1,0.0341441305333132,0.0347520499804764,0.0509748316199929,0.0499891012133982,"down-regulated","notAll"
"Colgalt1",1,0.302840308203656,0.355590264219706,0.242467210209146,0.269853956259536,"up-regulated","up-regulated"
"Commd8",1,0.391222239008914,0.330469868540935,0.355689471818504,0.423308871612294,"down-regulated","down-regulated"
"Cops4",1,0.267563075993352,0.258232461278147,0.254590570719603,0.314756957058781,"down-regulated","notAll"
"Cotl1",1,1.13551896056806,1.12664323831837,1.112158808933,1.02761025939112,"up-regulated","notAll"
"Cox7a2l",1,0.835624716724581,0.862033060002603,0.729103154909607,0.73871975586718,"up-regulated","up-regulated"
"Cox8a",1,1.08460492521529,1.20200442535468,0.994470046082949,1.03647460582722,"up-regulated","up-regulated"
"Cryba4",1,0.169209850430579,0.133411427827671,0.17298830202056,0.171474242534331,"down-regulated","down-regulated"
"Csad",1,0.158029913884273,0.111024339450735,0.184615384615385,0.152655671001962,"down-regulated","down-regulated"
"Cspg5",1,0.0176763861610515,0.00976181179226865,0.0127614321162708,0.0229601104410376,"down-regulated","down-regulated"
"Ctgf",1,0.00906481341592386,0.0141871664714304,0.01261963842609,0.00871902928140667,"up-regulated","up-regulated"
"Ctsd",1,39.5261368786826,28.2298581283353,36.1210918114144,25.5757465668822,"up-regulated","notAll"
"Ctsh",1,2.32603112252606,2.27944813224001,2.21084721729883,1.99171692218266,"up-regulated","notAll"
"Ctss",1,14.6710983532256,14.0875959911493,13.4925912796881,12.1427014459057,"up-regulated","notAll"
"Ctsz",1,6.13340383743768,5.52388389951842,5.26210563629918,4.73755721862966,"up-regulated","notAll"
"Cul1",1,0.215742559298988,0.171938045034492,0.213186813186813,0.220082830778173,"down-regulated","down-regulated"
"Cxcl2",1,0.381930805257592,0.824287387739164,0.359376107763205,0.442127443144663,"up-regulated","up-regulated"
"Cxxc5",1,0.312962683184771,0.245346869712352,0.31343495214463,0.325583085083194,"down-regulated","down-regulated"
"Cyb5a",1,0.302235987309261,0.257972146297019,0.279617157036512,0.304802731962508,"down-regulated","down-regulated"
"Cyp26b1",1,0.000604320894394924,0.0057269295847976,0.000992555831265509,0.00116253723752089,"up-regulated","up-regulated"
"Cyp2j6",1,0.00279498413657652,0.00234283483014447,0.00184331797235023,0.00864637070406162,"down-regulated","notAll"
"Cyp2j9",1,0.00287052424837589,0.000780944943381492,0.00184331797235023,0.00646661338370995,"down-regulated","down-regulated"
"Dbi",1,0.548043511104396,0.588572172328518,0.815455512229706,0.782024267964833,"down-regulated","notAll"
"Dcakd",1,0.157047892430881,0.0969673304698685,0.163133640552995,0.0983070551478602,"down-regulated","down-regulated"
"Dclre1c",1,0.0885330110288563,0.100091110243395,0.0825948245303084,0.105936205769091,"down-regulated","notAll"
"Ddah2",1,0.13453693911467,0.0885070935832357,0.110244594115562,0.133110513696142,"down-regulated","down-regulated"
"Ddx3y",1,0.151609004381326,0.0206950409996095,0.16398440269408,0.000217975732035167,"up-regulated","notAll"
"Ddx6",1,0.244749962229944,0.224781986203306,0.249273307337823,0.294267238247475,"down-regulated","down-regulated"
"Dennd5a",1,0.149493881250944,0.125341663412729,0.146118397731301,0.160430138777883,"down-regulated","down-regulated"
"Dgkd",1,0.124565644357154,0.104125992450866,0.109464728819568,0.158686332921601,"down-regulated","down-regulated"
"Dgkz",1,0.18922798005741,0.236626317844592,0.184757178305565,0.171474242534331,"up-regulated","up-regulated"
"Dip2b",1,0.20833962834265,0.157100091110243,0.246082949308756,0.218193707767202,"down-regulated","down-regulated"
"Dlk1",1,0.00166188245958604,0.054796303527268,0.00311946118397731,0.000799244350795611,"up-regulated","up-regulated"
"Dnaja1",1,1.34000604320894,1.54809319276324,1.52130450194966,1.75332412991354,"down-regulated","notAll"
"Dnajb9",1,0.285088381930805,0.300663803201874,0.329599432825239,0.258955169657778,"up-regulated","notAll"
"Dnm2",1,0.239990935186584,0.227645450995705,0.205033676001418,0.298554094310833,"down-regulated","notAll"
"Dnmt3a",1,0.321800876265297,0.258883248730964,0.296632399858206,0.304584756230473,"down-regulated","down-regulated"
"Dock4",1,0.622072820667775,0.478719250292854,0.619496632399858,0.55576545811233,"down-regulated","down-regulated"
"Dock8",1,0.198670494032331,0.142001822204868,0.199007444168735,0.207149604010753,"down-regulated","down-regulated"
"Dpysl2",1,0.196857531349146,0.19002993622283,0.145054945054945,0.252343239119378,"down-regulated","notAll"
"Dtx4",1,0.145943495996374,0.103345047507484,0.1424317617866,0.160793431664608,"down-regulated","down-regulated"
"Dync1h1",1,0.182807070554464,0.151373161525446,0.179014533853244,0.207803531206859,"down-regulated","down-regulated"
"Dynlrb1",1,0.231681522888654,0.254978524014057,0.208153137185395,0.289689747874737,"down-regulated","notAll"
"E230001N04Rik",1,0.0860401873394773,0.0687231550175713,0.106061680255229,0.0320424326091695,"up-regulated","notAll"
"Edem2",1,0.754494636652062,0.358583886502668,0.768450903934775,0.352030807236794,"up-regulated","notAll"
"Edf1",1,0.392959661580299,0.329428608616426,0.33690180786955,0.345273559543704,"down-regulated","down-regulated"
"Ednrb",1,0.0120108777760991,0.00728881947156059,0.0119106699751861,0.0199811087698903,"down-regulated","down-regulated"
"Efhd2",1,1.13544342045626,1.0761421319797,1.04594115561857,1.06248637651675,"up-regulated","notAll"
"Egr2",1,0.0562773832905273,0.076272289470259,0.0530308401276143,0.09801642083848,"down-regulated","notAll"
"Eif1b",1,0.279347333434053,0.213067812052584,0.263310882665721,0.246167260045048,"down-regulated","down-regulated"
"Eif3f",1,0.730170720652667,0.823506442795783,0.627224388514711,0.615272832957931,"up-regulated","up-regulated"
"Eif3i",1,0.286221483607796,0.281010022126773,0.264657922722439,0.221390685170384,"up-regulated","notAll"
"Eif5a",1,0.693080525759178,0.718859820382663,0.625806451612903,0.632492915788709,"up-regulated","up-regulated"
"Enho",1,0.016543284484061,0.0156188988676298,0.0191421481744062,0.0241953062559035,"down-regulated","down-regulated"
"Epb41l4aos",1,0.0613385707810848,0.106729142262137,0.0533144275079759,0.0608152292378115,"up-regulated","up-regulated"
"Epcam",1,0.000604320894394924,0.0192633086034101,0.00262318326834456,0.00123519581486595,"up-regulated","up-regulated"
"Etnk1",1,0.213249735609609,0.166341272940258,0.201347040056717,0.207004286856063,"down-regulated","down-regulated"
"Fabp7",1,0.00951805408672005,0.00481582715085253,0.0129032258064516,0.114655235050498,"down-regulated","down-regulated"
"Fam160b1",1,0.125245505363348,0.122348041129767,0.129174051754697,0.186005958003342,"down-regulated","down-regulated"
"Fam213a",1,0.0890617918114519,0.0652089027723546,0.0791208791208791,0.0798517765022161,"down-regulated","down-regulated"
"Fam49b",1,0.865840761444327,0.704802811401796,0.823963133640553,0.778754631984306,"down-regulated","down-regulated"
"Fbln2",1,0.00377700558996827,0.00260314981127164,0.00340304856433889,0.0106808108697232,"down-regulated","down-regulated"
"Fbrsl1",1,0.208641788789847,0.167382532864766,0.268131868131868,0.209910629949866,"down-regulated","down-regulated"
"Fcgr1",1,0.987007100770509,0.747624625797215,1.01084721729883,0.786383782605537,"down-regulated","down-regulated"
"Fndc1",1,0.000528780782595558,0.000130157490563582,0.000354484225451967,0.00254305020707695,"down-regulated","down-regulated"
"Foxd3",1,0.00702523039734099,0.00546661460367044,0.00730237504431053,0.00762915062123084,"down-regulated","down-regulated"
"Frmd4b",1,0.582791962532105,0.388520109332292,0.523431407302375,0.490300079924435,"down-regulated","down-regulated"
"Frzb",1,0.000679861006194289,0.000520629962254328,0.000779865295994328,0.0166388142120177,"down-regulated","down-regulated"
"Fut9",1,0.00211512313038223,0.000780944943381492,0.000850762141084722,0.00385090459928795,"down-regulated","down-regulated"
"Fxyd1",1,0.0371657350052878,0.0545359885461408,0.0431052818149592,0.0502797355227785,"up-regulated","up-regulated"
"Fxyd5",1,0.198897114367729,0.241051672523754,0.107266926621765,0.178013514495386,"up-regulated","up-regulated"
"Fyb",1,1.07206526665659,0.90589613432253,0.958808933002481,0.81719101939984,"up-regulated","notAll"
"Gabarap",1,1.12146849977338,1.03279968762202,0.940021269053527,1.0117706895299,"up-regulated","notAll"
"Gadd45b",1,0.798610061942892,1.0268124430561,0.947465437788018,0.78456731817191,"up-regulated","up-regulated"
"Gal",1,0.00377700558996827,0.0274632305089158,0.00829493087557604,0.00239773305238683,"up-regulated","up-regulated"
"Gapdh",1,1.3100921589364,1.39841207861512,0.674299893654732,1.21376153454915,"up-regulated","up-regulated"
"Gatm",1,0.893412902251095,0.289860731485097,1.4192130450195,0.243188258373901,"up-regulated","notAll"
"Gcn1l1",1,0.272019942589515,0.150331901600937,0.311166253101737,0.207294921165444,"down-regulated","down-regulated"
"Gdf15",1,0.266505514428161,0.247429389561369,0.185040765685927,0.314393664172055,"down-regulated","notAll"
"Ghrhr",1,0,0.00338409475465313,0,0,"up-regulated","up-regulated"
"Gja1",1,0.0173742257138541,0.0152284263959391,0.0186458702587735,0.0357480200537674,"down-regulated","down-regulated"
"Gm12688",1,0.00166188245958604,0.000520629962254328,0.00163062743707905,0.00297900167114728,"down-regulated","down-regulated"
"Gm26522",1,0.397794228735459,0.43641806585969,0.406664303438497,0.364891375426869,"up-regulated","up-regulated"
"Gm42031",1,0.00302160447197462,0.0719770922816608,0.000638071605813541,0.0157669112838771,"up-regulated","up-regulated"
"Gna12",1,0.314926726091555,0.212417024599766,0.307692307692308,0.260408341204679,"down-regulated","down-regulated"
"Gna15",1,0.384045928387974,0.279578289730574,0.382133995037221,0.362638959529172,"down-regulated","down-regulated"
"Gnb2",1,1.024097295664,1.0114538591696,1.01396667848281,1.0675724769309,"down-regulated","down-regulated"
"Gnb3",1,0.000453240670796193,0.00520629962254328,0.000354484225451967,0.000217975732035167,"up-regulated","up-regulated"
"Gp9",1,0.0734249886689832,0.0704152023948978,0.071534916696207,0.131875317881276,"down-regulated","down-regulated"
"Gpi1",1,0.411089288412147,0.454249642066901,0.364976958525346,0.335973261643537,"up-regulated","up-regulated"
"Gpm6b",1,0.0678350203958302,0.0467265391123259,0.0774193548387097,0.0847199011843348,"down-regulated","down-regulated"
"Gpr155",1,0.144734854207584,0.103605362488611,0.167387451258419,0.174598561360169,"down-regulated","down-regulated"
"Gpr37l1",1,0.0411693609306542,0.0236886632825719,0.0299893654732364,0.0558017874010027,"down-regulated","down-regulated"
"Gpx1",1,0.956035654932769,1.20903292984511,1.10400567174761,1.06248637651675,"up-regulated","up-regulated"
"Gpx3",1,0.00264390391297779,0.0382663022256931,0.00163062743707905,0.00515875899149895,"up-regulated","up-regulated"
