p_val	avg_logFC	pct.1	pct.2	p_val_adj
Rpl36	1.65301383901808e-134	0.217146740785425	0.832	0.77	3.18767188716246e-130
Ckb	9.49322684847765e-134	-0.207352261808204	0.67	0.801	1.83067386546043e-129
Rpl19	2.3068599911643e-133	0.203282114145995	0.954	0.92	4.44854880696124e-129
Rps24	1.23428782378038e-132	0.200471870372204	0.987	0.971	2.38020063937808e-128
Rps20	1.29057704500296e-132	0.20660442840559	0.943	0.893	2.48874877358371e-128
Ighm	1.37157137338983e-132	-0.210168247860035	0.343	0.516	2.64493823644495e-128
H2-D1	1.63819585706709e-129	0.249330775716937	0.751	0.718	3.15909689076818e-125
Rpl3	4.26846778708615e-127	0.203872422502389	0.888	0.838	8.23131328061693e-123
Rps2	4.15283580363222e-126	0.201050253180377	0.81	0.761	8.00832856372438e-122
Rps18	1.08446484972004e-124	0.206393001988238	0.84	0.795	2.09128201620012e-120
Rpl41	3.76616213269704e-124	0.201314610975785	0.928	0.881	7.26266705669297e-120
S100a9	6.79195902016646e-123	-0.427766153220245	0.089	0.214	1.3097613774489e-118
mt-Nd4	7.0658338759086e-119	0.255518897437487	0.952	0.918	1.36257540463021e-114
Ctsb	8.63326025669062e-119	0.244252088897675	0.984	0.974	1.66483790790022e-114
Egr1	2.78139550631119e-114	-0.278674284645152	0.601	0.733	5.3636430943705e-110
S100a8	5.92465764617246e-108	-0.370175417769053	0.06	0.164	1.1425109804879e-103
Cebpb	4.9720718902924e-104	0.27746091127505	0.587	0.472	9.58814343323987e-100
Spp1	2.00991352291523e-94	0.416554100057797	0.172	0.081	3.87591723758972e-90
Ctsl	3.28696128401575e-91	0.208257329397371	0.926	0.901	6.33857614009598e-87
mt-Nd2	2.18103989797766e-85	0.252221585168426	0.956	0.932	4.20591733926013e-81
Enpp2	7.83624862007115e-85	0.203940430671581	0.276	0.16	1.51114218389452e-80
Hspa1a	2.64049781102564e-82	-0.220714975357104	0.852	0.903	5.09193597878185e-78
Hba-a2	1.06369485511088e-73	-0.210943932065816	0.312	0.441	2.05122915859581e-69
Ier3	9.47484017107961e-71	0.278195042463571	0.382	0.294	1.82712817859099e-66
Hspd1	2.27037823054192e-62	-0.221932159678142	0.388	0.491	4.37819737977703e-58
Hsp90aa1	7.65061288765343e-62	-0.223843556371425	0.853	0.877	1.47534418925509e-57
Hspb1	2.6184474751128e-58	-0.236200309449647	0.341	0.458	5.04941411100753e-54
Ptn	4.80026976212785e-58	-0.31206075525581	0.048	0.112	9.25684020928734e-54
Meg3	2.6129578266222e-53	0.267474431740368	0.075	0.027	5.03882787285825e-49
Dusp1	7.26890334352203e-44	0.211111463001527	0.622	0.596	1.40173532076479e-39
Ccl3	1.78995258095185e-43	0.252125958175265	0.634	0.609	3.45174455710755e-39
Cxcl2	1.39797735449771e-25	0.230490875820788	0.172	0.124	2.69585953041338e-21
Vtn	2.01636326245414e-21	-0.249516367109212	0.044	0.077	3.88835491531656e-17
